SampleID	marker	SRA_accession	BioSample_accession	BioProject_accession
TRA08	Cytb	SRR7108855	SAMN09060210	PRJNA454866
TRA09	Cytb	SRR7108818	SAMN09060211	PRJNA454866
TRA10	Cytb	SRR7108817	SAMN09060212	PRJNA454866
TRA11	Cytb	SRR7108820	SAMN09060213	PRJNA454866
TRA12	Cytb	SRR7108819	SAMN09060214	PRJNA454866
TRA13	Cytb	SRR7108814	SAMN09060215	PRJNA454866
TRA14	Cytb	SRR7108813	SAMN09060216	PRJNA454866
TRA15	Cytb	SRR7108816	SAMN09060217	PRJNA454866
TRA16	Cytb	SRR7108823	SAMN09060218	PRJNA454866
TRA17	Cytb	SRR7108822	SAMN09060219	PRJNA454866
TRA18	Cytb	SRR7108821	SAMN09060220	PRJNA454866
TRA19	Cytb	SRR7108788	SAMN09060221	PRJNA454866
TRA20	Cytb	SRR7108789	SAMN09060222	PRJNA454866
WLF01	Cytb	SRR7108658	SAMN09060183	PRJNA454866
WLF02	Cytb	SRR7108659	SAMN09060184	PRJNA454866
WLF03	Cytb	SRR7108664	SAMN09060185	PRJNA454866
WLF04	Cytb	SRR7108665	SAMN09060186	PRJNA454866
WLF05	Cytb	SRR7108662	SAMN09060187	PRJNA454866
WLF06	Cytb	SRR7108663	SAMN09060188	PRJNA454866
WLF07	Cytb	SRR7108745	SAMN09060189	PRJNA454866
WLF08	Cytb	SRR7108747	SAMN09060190	PRJNA454866
WLF09	Cytb	SRR7108835	SAMN09060191	PRJNA454866
WLF10	Cytb	SRR7108832	SAMN09060192	PRJNA454866
WLF11	Cytb	SRR7108881	SAMN09060193	PRJNA454866
WLF12	Cytb	SRR7108880	SAMN09060194	PRJNA454866
WLF13	Cytb	SRR7108879	SAMN09060195	PRJNA454866
WLF14	Cytb	SRR7108878	SAMN09060196	PRJNA454866
WLF15	Cytb	SRR7108877	SAMN09060197	PRJNA454866
WLF16	Cytb	SRR7108876	SAMN09060198	PRJNA454866
WLF17	Cytb	SRR7108815	SAMN09060199	PRJNA454866
WLF18	Cytb	SRR7108790	SAMN09060200	PRJNA454866
WLF19	Cytb	SRR7108846	SAMN09060201	PRJNA454866
WLF20	Cytb	SRR7108847	SAMN09060202	PRJNA454866
